BYS4A,BYS7A,BYS8A,BYS8C,BYS14,BYS21,BYS66A,BYS66D,BYS74,BYS81A,BYS81B,BYS81C,BYIEPFLG,SEX,RACE,BYFAMINC,BY2XRSTD,BY2XMSTD,BY2XSSTD,BY2XHSTD,F1DOSTAT,G8CTRL1,F12XRSTD,F12XMSTD,F12XSSTD,F12XHSTD,G10CTRL1,F2S44B,F2DOSTAT,F22XRSTD,F22XMSTD,F22XSSTD,F22XHSTD,BYSC12,BYSC13E,BYSC16B,BYSC16C,BYSC16E,BYSC16F,BYSC47G,BYRATIO,F1C30A,F1C93F,BYP30,BYP38B,BYP40,BYP41,BYP59A,BYP59D,HSSTAT,PPOSTEX1,NUMCHILD,F4HSTYPE,F4HHDG
1,1,1,1,1,2,1,2,1,2,1,1,0,2,1,13,61.66,42.49,49.29,68.02,0,1,60.76,49.51,44.49,65.16,1,2,0,62.84,44.92,54.3,62.22,95,7,0,0,0,11,5,17,1,4,8,1,0,2,1,1,1,2,0,1,4
1,1,1,1,1,2,2,2,1,2,2,2,0,2,4,11,62.64,46.63,61.21,63.84,0,1,63.97,52.61,59.38,57.87,1,2,0,64.2,57.53,60.1,59.65,95,7,0,0,0,11,5,17,1,4,11,2,0,2,1,2,1,2,0,1,4
1,1,1,1,1,2,2,2,2,2,3,3,0,1,4,12,55.26,55.18,46.91,47.98,0,1,45.18,52.18,56.23,44.58,1,2,0,45.26,56.3,51.88,50.52,95,7,0,0,0,11,5,17,1,4,11,1,2,2,2,2,1,2,0,1,1
1,1,1,1,1,2,2,2,2,2,2,3,0,2,3,7,40.09,45.19,44.22,53.49,0,1,52.46,43.73,40.26,47.52,1,2,0,50.19,49.41,44.22,46.27,95,7,0,0,0,11,5,17,1,4,3,2,3,2,2,1,1,2,0,1,4
1,1,2,2,1,2,2,2,2,2,1,2,0,2,4,11,51.37,46.14,50.06,52.39,0,1,52.06,45.65,51.56,45.05,1,2,0,45.21,46.2,44.31,45.57,95,7,0,0,0,11,5,17,1,4,12,1,3,2,2,2,1,2,0,1,2
1,1,2,2,1,2,2,2,1,2,3,3,0,2,4,11,62.81,41.63,52.29,55.55,1,1,51.475,51.53,50.48,50.23,1,2,0,44.62,51.59,50.22,55.72,95,7,0,0,0,11,5,17,2,4,1,1,0,2,2,2,1,2,0,1,1
1,1,1,1,1,2,2,2,1,1,2,1,0,2,4,12,46.31,45.49,43.2,48.83,0,1,47.7,48.99,51.28,44.78,1,2,0,50.13,49.98,41.99,47.2,95,7,0,0,0,11,5,17,1,4,11,1,3,2,1,1,1,2,0,1,4
2,1,1,1,1,2,1,2,1,2,3,1,0,1,4,10,47.15,43.18,44.58,56.87,0,1,51.96,46.85,48.59,53.84,1,2,0,46,47.78,48.39,52.05,95,7,0,0,0,11,5,17,1,4,9,1,0,2,1,2,1,2,0,1,1
1,1,2,1,1,1,1,1,1,3,2,3,0,2,4,8,43.24,43.84,41.62,42.67,0,1,42.28,42.41,40.2,46.7,1,1,0,43.91,46.9,45.73,46.92,95,7,0,0,0,11,5,17,1,4,6,1,1,2,1,2,1,2,0,1,3
1,2,1,1,1,1,2,2,1,2,1,3,0,1,2,10,51.05,52.57,53.26,49.36,0,1,52.29,54.15,51.02,47.4,1,2,0,56.9,60.2,52.25,50.91,96,9,7,4,0,6,4,17,3,4,2,2,3,2,2,2,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,2,2,0,2,2,11,52.26,49.07,53.64,59.16,0,1,57.86,44.57,40.06,50.31,1,3,0,56.2,46.09,42.04,50.84,96,9,7,4,0,6,4,17,3,5,8,1,1,2,2,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,8,55.03,68.16,58.2,58.55,0,1,62.7,62.03,59.6,67.25,1,3,0,49.37,61.04,55.17,54.8,96,9,7,4,0,6,4,17,3,5,9,1,0,2,2,2,1,1,0,1,4
1,1,2,1,1,2,1,1,1,2,1,1,0,2,4,11,59.17,66.67,44.83,59.05,0,1,64.47,61.68,54.41,62,1,3,0,52.46,51.76,51.225,51.08,96,9,7,4,0,6,4,17,3,5,4,1,0,2,2,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,2,2,0,2,2,5,44.09,51.32,44.65,38.29,0,1,43.35,45.01,43.21,43.01,1,1,0,41.55,46.87,44.33,43.52,96,9,7,4,0,6,4,17,3,5,5,1,1,2,2,2,1,2,0,1,2
1,1,1,1,1,1,1,2,1,2,1,2,0,2,2,4,48,54.97,45.74,57.31,0,1,39.59,39.32,35.13,36.8,1,1,0,34.92,38.91,41.39,54.8,96,9,7,4,0,6,4,17,3,5,1,1,0,2,2,2,1,2,0,1,1
1,1,1,1,1,1,2,1,1,1,2,1,0,2,2,7,62.97,58.56,49.16,55.27,0,1,64.77,49.52,52.17,56.78,1,2,0,59.53,52.37,52.58,56.85,96,9,7,4,0,6,4,17,3,5,8,1,0,2,2,2,1,2,0,1,2
1,1,1,1,1,1,1,1,2,3,2,3,0,2,2,6,49.59,52.23,52.3,51.42,0,1,54.29,51.81,46.59,52.37,1,3,0,50.66,54.66,49.62,44.32,96,9,7,4,0,6,4,17,3,5,1,2,0,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,2,2,3,1,2,0,1,3,11,49.4,37.32,50.48,46.96,0,1,44,37.24,39.97,46.72,1,1,0,45.59,41.19,42.99,43.04,92,4,2,0,0,10,3,15,3,4,9,2,2,2,1,1,1,2,0,1,4
4,1,2,1,1,1,1,2,2,2,1,3,0,2,3,3,38.94,37.4,39.27,41.13,0,1,38.71,37.24,41.17,41.46,1,1,0,46.4,38.43,39.79,37.38,92,4,2,0,0,10,3,15,3,4,2,2,0,2,2,2,5,2,1,1,2
1,1,1,1,1,1,2,1,1,1,1,1,0,2,4,6,41.91,46.51,43.73,46.64,0,1,49.94,50.31,46.92,49.98,1,2,0,52.46,51.76,51.225,51.08,92,4,2,0,0,10,3,15,3,4,2,2,0,2,2,2,1,2,0,1,2
1,1,2,1,1,1,2,2,2,2,1,5,0,1,4,8,41.71,38.65,44.87,43.65,4,1,48.01,43.87,47.61,50.37,1,2,3,52.46,51.76,51.225,51.08,92,4,2,0,0,10,3,15,2,4,2,1,2,2,2,2,2,2,1,2,2
1,1,1,1,1,1,1,1,1,2,1,2,0,1,4,11,49.97,49.99,48.49,43.62,0,1,52.18,54.98,50.16,54.21,1,1,0,56.35,54.5,53.81,52.56,92,4,2,0,0,10,3,15,3,4,2,2,0,2,2,2,1,2,0,1,2
2,4,2,1,1,1,2,2,2,1,2,3,0,1,3,4,48.36,39.96,46.91,50.95,0,1,44.37,40.25,46.2,45.6,1,2,0,44.03,37.81,39.82,42.61,92,4,2,0,0,10,3,15,3,4,2,2,0,2,2,2,1,2,0,1,4
1,1,2,1,1,1,2,2,2,2,3,1,0,2,4,8,57.15,41.18,47.5,50.1,0,1,51.475,51.53,50.48,50.23,1,3,0,59.74,45.62,50.51,47.52,92,4,2,0,0,10,3,15,2,4,8,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,1,1,3,2,3,0,1,3,10,40.18,47.5,46.68,39.21,0,1,35.74,47.22,38.59,44.17,1,1,0,47.65,54.99,51.32,46.54,92,4,2,0,0,10,3,15,3,4,1,2,0,2,2,2,1,2,0,1,4
2,1,1,1,1,1,2,2,1,1,2,1,0,2,2,10,49.01,45.37,51.38,48.02,0,1,50.35,48.87,40.71,51.55,1,2,0,60.62,48.27,47.47,40.55,92,4,2,0,0,10,3,15,3,4,8,1,0,2,2,2,1,2,0,1,3
1,1,2,1,1,2,1,1,2,2,2,2,0,1,3,5,36.15,41.16,32.81,41.13,0,1,45.73,43.28,44.1,47.4,1,2,0,52.46,51.76,51.225,51.08,92,4,2,0,0,10,3,15,3,4,9,2,0,2,2,2,2,2,2,2,2
1,1,1,1,1,2,2,2,1,2,2,2,0,1,4,11,36.91,37.9,41.06,39.47,0,1,45.19,43.07,46.41,43.62,1,2,0,52.46,51.76,51.225,51.08,92,4,2,0,0,10,3,15,3,4,6,1,0,2,2,2,1,2,0,1,1
1,1,2,1,1,2,1,1,1,2,1,1,0,1,4,12,54.85,49.85,55.06,61.45,0,1,46.52,44.73,50.26,54.94,1,3,0,46.59,49.22,60.09,54.1,90,7,13,11,1,5,5,16,1,4,11,1,2,2,1,1,1,1,0,1,4
1,1,1,1,1,2,2,2,2,2,2,1,0,1,4,10,70.55,71.42,71.02,68.48,0,1,65.22,63.16,66,65.15,1,2,0,63.27,60.04,65.05,65.39,90,7,13,11,1,5,5,16,1,4,8,2,2,2,2,2,1,2,1,1,1
1,1,2,1,1,2,2,2,1,3,3,2,0,2,4,11,56.24,57.73,52.65,55.36,0,1,56.34,58.1,49.03,47.73,1,4,0,52.46,51.76,51.225,51.08,90,7,13,11,1,5,5,16,1,4,4,2,3,2,1,2,1,2,0,1,1
1,1,1,1,1,2,1,1,1,1,1,1,0,1,4,11,58.04,74.49,76.85,70.37,0,1,57.44,71.93,72.54,69.07,1,3,0,52.46,51.76,51.225,51.08,90,7,13,11,1,5,5,16,1,4,11,1,0,2,1,2,1,2,0,1,5
1,1,1,1,1,2,1,1,1,2,2,1,0,2,2,14,39.85,35.88,38.16,40.27,0,1,40.87,38.98,44.71,49.16,1,3,0,48.37,43.02,42.92,43,90,7,13,11,1,5,5,16,1,4,12,1,0,2,1,2,1,1,0,1,1
1,1,1,1,1,2,2,2,1,2,2,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,39.78,41.13,36.76,38.13,1,3,0,39.9,44.32,38,39.74,90,7,13,11,1,5,5,16,1,4,4,2,4,2,2,1,1,1,0,1,5
1,1,1,1,1,1,2,2,1,1,1,1,0,2,2,10,45.75,42.81,53.69,43.18,0,1,45.77,51.01,54.12,46.76,1,3,0,50.53,51.22,52.03,43.8,90,7,13,11,1,5,5,16,1,4,10,1,0,2,2,2,1,1,0,1,1
1,1,2,1,1,2,2,2,1,2,2,2,0,2,4,8,41.92,50.36,44.03,43.09,0,1,49.93,49.48,48.44,40.09,1,2,3,52.46,51.76,51.225,51.08,90,7,13,11,1,5,5,16,1,4,2,1,1,2,2,2,1,2,0,1,1
1,1,1,1,1,2,1,1,1,2,1,1,0,1,4,11,54.61,54.71,51.46,58.2,0,1,52.85,56.34,59.34,53.55,1,3,0,60.49,53.37,60.29,64.36,90,7,13,11,1,5,5,16,1,4,3,1,0,2,1,1,1,1,0,1,2
1,1,1,1,1,2,1,2,1,2,1,2,0,1,4,14,63.4,61.11,68.97,62.79,0,1,64.13,57.19,63.36,64.49,1,3,0,62.28,54.16,60.29,67.22,90,7,13,11,1,5,5,16,1,4,11,1,4,2,1,2,1,1,0,1,1
1,1,1,1,1,2,2,1,1,2,2,1,0,1,4,10,50.76,52.25,57.95,65.61,0,1,61.22,50.75,56.76,63.69,1,3,0,52.46,51.76,51.225,51.08,90,7,13,11,1,5,5,16,1,4,4,1,0,2,1,2,1,1,0,1,1
1,1,1,1,4,1,1,1,1,2,3,4,0,1,2,3,33.61,36.42,32.83,30.96,0,1,51.475,51.53,50.48,50.23,1,1,0,34.89,38.61,34.79,34.85,80,1,20,0,6,4,5,16,3,4,1,2,0,2,2,2,4,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,8,47.65,58.26,39.74,41.99,2,1,51.475,51.53,50.48,50.23,1,3,5,38.55,42.51,36.25,34.35,80,1,20,0,6,4,5,16,2,4,1,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,39.32,42.25,44.3,43.05,1,3,0,48.58,50.35,47.26,51.37,96,9,7,4,0,6,4,17,3,4,4,1,0,2,2,2,1,1,0,1,2
1,1,2,1,1,1,1,1,1,1,2,2,0,1,2,3,59.66,45.25,55.62,55.54,0,1,58.23,42.53,62.95,56.39,1,3,3,56.87,44.2,58.86,58.53,80,1,20,0,6,4,5,16,3,4,9,2,1,2,1,2,2,1,1,2,2
1,3,1,1,1,1,1,1,1,1,1,1,0,1,2,10,60.74,63.04,57.18,53.41,0,1,50.18,63.21,55.76,58.03,1,3,0,57.64,61.55,58.77,56.74,80,1,20,0,6,4,5,16,3,4,4,1,4,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,2,1,1,1,1,0,1,4,10,69.15,59.79,52.04,54.75,0,1,66.95,57.43,56.73,57.74,1,2,0,61.9,55.07,61.61,59.25,96,6,7,5,0,12,5,13,2,4,2,2,0,2,2,2,1,2,0,1,4
1,1,2,1,1,2,2,2,1,1,2,1,0,2,4,11,58.52,52.86,53.81,48.78,0,1,59.67,50.47,49.02,46.48,1,2,0,56.2,45.34,50.15,50.25,96,6,7,5,0,12,5,13,2,4,9,1,1,2,2,1,1,2,0,1,4
1,1,1,1,1,2,1,2,1,1,2,1,0,1,4,15,65.35,63.74,56.05,64.75,0,1,67.3,55.89,60.95,65.2,1,3,0,65.58,58.14,55.48,63.76,96,6,7,5,0,12,5,13,2,4,9,2,0,2,1,2,1,1,0,1,4
1,1,2,2,1,2,2,2,1,2,1,2,0,2,4,11,52.08,53.47,47.21,57.66,0,1,56.71,58.28,51.83,65.22,1,2,0,52.65,51.59,53.09,47.3,96,6,7,5,0,12,5,13,2,4,9,2,0,2,2,1,1,2,1,1,1
1,1,1,1,1,2,2,2,1,1,2,2,0,1,4,6,36.89,38.39,35.64,39.39,0,1,39,51.14,44.98,64.41,1,3,0,42.95,50.9,46.16,55.65,96,6,7,5,0,12,5,13,2,4,1,1,1,2,2,2,1,1,0,1,4
1,1,1,1,4,2,1,2,1,1,2,3,0,1,4,11,59.95,64.02,43.15,37.26,0,1,58.24,58.75,56.48,50.88,1,1,0,57.78,49.41,58.82,49.36,96,6,7,5,0,12,5,13,2,4,9,1,0,2,2,2,1,2,0,1,4
1,1,1,1,1,2,2,2,1,1,1,1,0,2,4,10,46.01,49.02,56.08,50.32,0,1,44.15,48.11,50.1,45.1,1,1,0,40.02,48.4,49.29,52.05,96,6,7,5,0,12,5,13,2,4,8,2,0,2,2,2,1,2,0,1,1
1,1,1,1,1,1,1,2,1,2,1,1,0,2,2,6,40.11,45.73,46.23,30.92,0,1,43.37,48,41.3,45.56,1,4,0,51.13,46.31,46.64,43.45,90,1,58,58,7,5,4,17,3,4,1,2,3,2,2,2,1,2,0,1,2
2,1,1,1,1,1,1,1,1,2,2,2,0,1,3,7,36.72,44.83,44.05,42.95,0,1,34.44,44.03,38.4,36.18,1,2,0,42.32,45.49,43.34,43.06,90,1,58,58,7,5,4,17,3,4,1,1,0,2,2,2,1,2,0,1,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,36.37,39.18,40.85,36.86,1,4,0,34.58,37.83,39.93,39.06,96,9,7,4,0,6,4,17,3,4,4,1,0,2,2,2,1,2,0,1,1
1,1,2,1,1,1,2,1,1,2,1,3,0,2,2,11,34.02,44.61,43.11,45.16,0,1,34,48.74,45.91,43.61,1,2,0,44.2,47.86,34.38,44.02,90,1,58,58,7,5,4,17,3,4,11,2,0,2,2,2,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,7,69.15,50.46,57.26,54.44,0,1,59.04,59.32,49.19,47.92,1,3,0,57.09,59.67,48.84,54.01,90,1,58,58,7,5,4,17,3,4,1,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,1,1,2,1,1,0,2,2,3,42.11,50.31,38,47.89,0,1,46.94,51.76,42.52,49.77,1,2,0,54.23,58.19,50.3,50.57,90,1,58,58,7,5,4,17,3,4,2,2,1,2,2,2,1,2,0,1,1
1,1,1,1,1,2,1,2,1,1,4,2,0,2,4,12,57.03,45.66,55.88,47.29,0,1,56.75,50.33,48.37,52.79,1,2,0,60.15,45.55,52.27,54.2,95,4,28,0,0,8,2,26,1,4,12,1,3,2,2,1,1,2,0,1,4
1,1,1,1,1,2,1,1,1,1,1,1,0,2,4,10,69.15,75.08,68.56,66.5,0,1,66.3,71.05,71.53,65.09,1,3,0,66.7,68.82,64.34,59.54,95,4,28,0,0,8,2,26,1,4,8,1,1,2,2,2,1,1,0,1,4
2,1,2,1,1,2,2,2,1,1,3,2,0,2,4,9,59.6,49.58,52.72,48.11,0,1,61.09,52.93,53.5,50.86,1,1,0,57.72,51.07,47.28,46.47,95,4,28,0,0,8,2,26,2,5,4,1,0,2,1,1,1,2,0,1,4
1,1,1,1,1,2,1,1,1,2,2,1,0,1,4,10,63.55,69.95,69.92,67.39,0,1,64.19,68.51,70.78,70.98,1,3,0,58.76,68.04,70.6,67.06,95,4,28,0,0,8,2,26,1,4,8,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,2,1,1,1,1,2,1,0,2,4,10,67.29,77.2,74.29,70.56,0,1,59.98,66.6,66.59,70.54,1,2,0,53.56,63.34,66.09,56.7,95,4,28,0,0,8,2,26,1,4,8,2,2,2,2,2,1,2,0,1,1
1,1,1,1,1,2,2,2,1,4,2,1,0,1,3,12,55.35,48.82,60.77,60.5,0,1,61.39,54.25,52.29,68.64,1,2,0,55.38,51.54,56.05,61.06,95,4,28,0,0,8,2,26,1,4,4,1,1,2,2,2,1,2,0,1,1
1,1,1,1,1,2,2,2,1,3,3,3,0,1,4,12,58.63,50.42,49.43,42.37,0,1,55.8,53.25,55.89,51.81,1,2,0,46.61,49.43,56.41,38.72,95,4,28,0,0,8,2,26,1,4,11,1,5,2,1,2,2,2,0,2,1
1,1,2,1,1,2,1,2,1,2,2,1,0,2,4,12,59.13,64.14,57.07,53.13,0,1,58.35,61.14,53.48,61.19,1,3,0,56.18,54.09,55.71,52.87,95,4,28,0,0,8,2,26,1,4,4,2,0,2,2,1,1,1,0,1,4
1,1,1,1,1,2,1,1,1,2,3,3,0,1,1,14,57.59,58.84,52.08,58.82,0,1,57.01,55.01,52.43,56.35,1,3,0,59.34,55.79,52.88,57.9,95,4,28,0,0,8,2,26,1,4,13,1,2,2,2,1,1,1,0,1,4
1,1,2,1,1,2,1,1,1,1,2,1,0,1,4,11,55.75,59.46,59.98,64.54,0,1,60.4,62.25,56.58,65.58,1,2,0,56.99,61.55,64.49,63.79,95,4,28,0,0,8,2,26,1,4,11,1,2,2,1,2,1,2,0,1,4
3,1,1,1,1,1,1,1,1,2,2,1,0,2,3,11,62.95,69.06,73.84,70.85,0,1,66.8,66.16,67.19,68.24,1,3,0,63.6,63.04,66.62,65.66,95,4,28,0,0,8,2,26,1,4,12,1,0,2,1,1,1,1,0,1,4
1,1,1,1,1,2,2,2,1,1,2,2,0,2,4,12,54.66,56.22,58.76,59.43,0,1,46.85,49.86,51.66,56.94,1,2,0,53.75,47.87,55.15,49.53,100,8,0,8,0,2,5,14,2,4,8,2,0,2,2,1,1,2,1,1,1
1,1,1,1,1,1,2,2,1,3,3,2,0,2,4,9,56.46,43.89,66.67,54.71,0,1,54.17,46.26,54.76,49.27,1,2,0,61.15,49.6,46.62,51.78,100,8,0,8,0,2,5,14,2,4,6,1,2,2,2,2,1,2,0,1,1
1,1,2,1,1,2,2,2,1,1,1,2,0,2,4,11,50.84,62.13,54.54,51.08,0,1,59.57,56.45,45.73,56.88,1,2,0,52.31,54.14,46.69,47.9,100,8,0,8,0,2,5,14,2,4,2,1,2,2,2,1,1,2,0,1,1
1,1,1,1,1,2,2,2,1,1,3,2,0,2,4,9,54.27,46.89,51.82,54.67,0,1,57.26,46.96,45,49.29,1,2,0,59.51,46.12,42.24,60.44,100,8,0,8,0,2,5,14,2,4,8,1,0,2,2,1,1,2,0,1,4
1,1,1,1,1,2,2,2,1,3,3,2,0,2,4,5,46.01,51.2,46.77,38.71,0,1,43.55,51.15,46.16,41.03,1,2,0,41.72,46.6,48.71,43.69,100,8,0,8,0,2,5,14,2,4,2,1,2,2,2,2,1,2,1,1,1
2,1,1,2,1,2,2,2,1,2,2,2,0,1,4,11,53.65,55.78,65.48,54.68,0,1,63.19,53.1,57.77,61.02,1,2,0,36.07,54.35,55.53,57.14,100,8,0,8,0,2,5,14,2,4,4,1,0,2,2,2,1,2,0,1,3
1,1,2,1,1,1,1,1,1,3,1,2,0,1,4,6,42.17,57.85,49.06,44.71,0,1,49.97,57.8,48.5,46.5,1,2,0,57.36,63.68,63.11,47.73,100,8,0,8,0,2,5,14,2,4,4,1,0,2,2,2,1,2,0,1,1
1,1,2,1,1,2,2,2,1,1,3,2,0,1,3,8,37.65,39.33,36.5,33.64,0,1,42.52,46.96,35.95,44.49,1,1,0,52.46,51.76,51.225,51.08,93,4,13,13,0,24,3,19,2,4,5,2,4,2,2,2,1,2,0,1,2
1,1,1,1,1,2,1,1,1,2,3,3,0,2,3,11,43.27,36.6,41.27,31.06,0,1,42.6,38.49,38.76,49.36,1,2,0,40.31,36.82,37.48,42.87,93,4,13,13,0,24,3,19,2,4,8,2,1,2,2,2,1,2,0,1,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,37.34,33.13,33.56,33.09,1,3,5,35.33,32.94,37.8,28.66,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,5,1,2,4,1
1,1,1,1,1,2,2,1,1,2,3,2,0,2,5,11,50.18,38.52,50.46,49.94,0,1,49.55,36.09,41.55,41.32,1,3,0,52.46,51.76,51.225,51.08,93,4,13,13,0,24,3,19,2,4,9,1,1,2,2,1,1,2,1,1,1
2,1,1,1,1,1,2,2,1,1,1,1,0,2,2,7,46.34,42.56,49.61,52.64,0,1,46.59,41.99,42.38,42.05,1,2,0,32.58,41.56,33.99,28.76,93,4,13,13,0,24,3,19,2,4,8,1,1,2,2,1,1,2,0,1,3
1,1,2,1,1,2,1,1,1,3,2,1,0,1,3,7,41.86,39.97,43.6,33.97,0,1,43.22,51.53,50.48,50.23,1,3,0,52.46,51.76,51.225,51.08,82,1,55,0,0,6,3,16,2,4,8,1,1,2,2,1,1,1,0,1,4
1,1,2,1,1,1,1,1,2,2,1,2,0,2,2,3,59.06,58.69,59.43,56.54,0,1,56.3,65.2,56.24,60.59,1,3,0,60.49,60.44,55.58,58.88,95,2,13,3,2,4,5,19,2,4,1,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,2,1,2,2,2,0,1,2,10,52.01,50.11,60.08,60.6,0,1,62.56,52.59,56.93,57.39,1,4,0,51.65,56.54,63.76,59.19,95,2,13,3,2,4,5,19,2,4,11,1,1,2,1,2,2,2,0,2,1
1,3,2,1,1,2,1,1,1,2,2,1,0,1,4,8,49.65,46.82,63.17,54.7,0,1,53.51,56.08,58.65,53.69,1,3,0,61.76,54.33,55.35,61.31,95,2,13,3,2,4,5,19,2,4,2,1,3,2,1,2,1,1,0,1,4
1,1,1,1,1,1,1,2,2,1,1,2,0,2,2,5,56.08,55.71,46.23,54.11,0,1,61.54,58.75,54.4,53.8,1,2,0,52.46,51.76,51.225,51.08,95,2,13,3,2,4,5,19,2,4,1,2,0,1,1,2,1,2,0,1,4
1,1,1,1,1,1,2,2,1,1,1,2,0,2,2,7,36.07,50.61,49.91,33.29,0,1,40.56,51.67,37.83,42.29,1,4,0,39.56,52.97,46.16,46.96,95,2,13,3,2,4,5,19,2,4,4,1,0,2,2,2,1,2,0,1,1
1,3,1,1,1,1,1,2,1,1,1,1,0,2,2,7,56.6,48.28,56.02,47.39,0,1,63.2,53.93,51.93,49.26,1,3,0,52.19,48.04,54.11,50.34,95,2,13,3,2,4,5,19,2,4,1,2,0,2,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,11,56.43,48.73,46.27,46.03,0,1,55.61,48.48,40.5,49.28,1,3,0,52.54,48.32,43.17,42.59,95,2,13,3,2,4,5,19,2,4,12,2,1,2,2,2,1,1,1,1,5
1,1,1,1,1,2,1,2,1,2,3,2,0,1,2,10,38.69,45.84,45.35,39.87,0,1,46.09,46.8,43.22,42.17,1,4,0,45.09,48.54,46.92,52.06,95,2,13,3,2,4,5,19,2,4,4,2,0,2,2,2,1,2,0,1,1
1,1,1,1,1,1,2,2,1,2,1,1,0,1,2,11,43.96,51.4,51.54,51.92,0,1,42.56,53.8,54.4,57.63,1,3,0,41.8,49.9,55.92,50.88,95,2,13,3,2,4,5,19,2,4,9,2,0,2,1,2,1,1,0,1,1
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,39.59,36.28,42.77,32.6,1,2,0,49.47,34.32,47.8,39.08,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,2,1,0,2,1
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,51.475,51.53,50.48,50.23,1,1,0,36.26,43.99,43.06,39.86,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,4,2,0,1,2
1,1,2,1,1,1,1,2,1,2,2,2,0,2,2,9,62.42,52.2,60.93,55.14,0,1,63.76,59.46,60.43,54.99,1,2,0,52.46,51.76,51.225,51.08,95,2,13,3,2,4,5,19,2,4,4,1,0,2,2,2,1,2,0,1,4
1,1,1,1,1,2,2,2,2,3,3,4,0,1,4,7,40.25,48,49.68,40.82,0,1,43.37,49.79,50.62,50.73,1,2,0,36.52,50.72,50.44,40.89,95,2,13,3,2,4,5,19,2,4,6,2,3,2,2,2,1,2,0,1,2
1,1,1,1,1,1,1,2,1,2,2,2,0,1,2,13,53.35,51.29,57.98,53.08,0,1,64.57,55.8,60.92,48.26,1,3,0,52.46,51.76,51.225,51.08,95,2,13,3,2,4,5,19,2,4,12,1,3,2,1,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,2,2,2,0,2,4,10,54.59,47.33,38.43,48.23,0,1,59.34,49.8,49.83,47.11,1,3,0,57.53,55.35,50.69,31.85,99,8,4,2,1,4,4,13,1,5,3,1,0,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,1,1,0,1,4,13,48.9,67.15,61.49,66.85,0,1,58.29,70.45,69.93,73.26,1,3,0,52.46,51.76,51.225,51.08,99,8,4,2,1,4,4,13,1,5,12,1,0,2,1,1,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13,68.68,77.01,66.25,68.43,0,1,66.83,71.93,67.4,70.76,1,3,0,52.46,51.76,51.225,51.08,99,8,4,2,1,4,4,13,1,5,13,1,1,1,2,2,1,1,0,1,5
1,1,1,1,1,2,2,2,1,1,2,1,0,1,4,12,58.69,60.85,61.6,54.33,0,1,56.09,61.12,69.63,62.49,1,3,0,50.89,59.6,64.86,60.21,99,8,4,2,1,4,4,13,1,5,11,1,0,2,1,1,1,1,0,1,4
1,1,1,1,1,2,2,1,1,2,1,2,0,2,4,13,53.8,61.33,56.22,57.5,0,1,62.22,60.52,61.95,65.58,1,3,0,57.09,63.96,65.19,62.13,99,8,4,2,1,4,4,13,1,5,9,1,1,2,1,1,1,1,0,1,5
1,1,1,1,1,2,2,1,1,2,2,1,0,1,4,13,67.97,56.01,62.05,60.15,0,1,60.81,58.81,65.69,69.57,1,3,0,64.66,60.79,64.75,63,99,8,4,2,1,4,4,13,1,5,11,1,3,2,1,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,13,64.46,68.14,63.69,68.26,0,1,61.23,64.65,69.66,63.36,1,3,0,52.46,51.76,64.69,62.73,99,8,4,2,1,4,4,13,1,5,6,1,3,2,1,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,1,1,0,2,4,12,62.47,67.5,62.83,66.7,0,1,68.05,60.99,71.03,69.26,1,3,0,62.31,64.92,66.38,59.99,99,8,4,2,1,4,4,13,1,5,11,1,1,2,1,2,1,1,0,1,1
