BYS4A,BYS7A,BYS8A,BYS8C,BYS14,BYS21,BYS66A,BYS66D,BYS74,BYS81A,BYS81B,BYS81C,BYIEPFLG,SEX,RACE,BYFAMINC,BY2XRSTD,BY2XMSTD,BY2XSSTD,BY2XHSTD,F1DOSTAT,G8CTRL1,F12XRSTD,F12XMSTD,F12XSSTD,F12XHSTD,G10CTRL1,F2S44B,F2DOSTAT,F22XRSTD,F22XMSTD,F22XSSTD,F22XHSTD,BYSC12,BYSC13E,BYSC16B,BYSC16C,BYSC16E,BYSC16F,BYSC47G,BYRATIO,F1C30A,F1C93F,BYP30,BYP38B,BYP40,BYP41,BYP59A,BYP59D,HSSTAT,PPOSTEX1,NUMCHILD,F4HSTYPE,F4HHDG
2,1,1,1,1,2,1,1,1,1,1,1,0,1,4,10,66.05,66.11,67.75,64.92,0,1,63.18,63.78,65.76,70.84,1,3,0,66.7,67.85,54.63,65.39,86,5,31,21,5,12,3,24,1,5,5,2,0,2,1,2,1,1,0,1,4
1,1,1,2,1,1,2,1,1,1,1,1,0,1,2,11,51.24,53.35,57.28,65.07,0,1,39.42,49.2,47.2,56.15,1,2,0,52.87,52.48,60.04,57.83,86,5,31,21,5,12,3,24,1,5,10,2,3,2,2,2,1,2,0,1,1
2,1,1,1,1,1,2,2,1,3,1,2,0,2,2,9,38.74,36.77,40.54,40.55,0,1,47.69,38.14,46.33,47.71,1,2,0,52.46,51.76,51.225,51.08,86,5,31,21,5,12,3,24,1,5,1,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,1,2,2,1,2,2,2,0,2,2,9,40.2,44.25,38.3,30.16,0,1,41.6,42.46,42.03,46.2,1,3,3,52.46,51.76,51.225,51.08,86,5,31,21,5,12,3,24,1,5,1,2,2,2,2,2,2,1,2,2,1
1,1,1,2,1,2,1,1,1,2,1,1,0,2,4,11,70.55,60.48,62.33,60.51,0,1,62.94,62.6,64.45,58.67,1,3,0,56.86,59.68,58.66,58.03,93,8,16,6,0,25,4,21,2,5,11,1,0,2,2,2,1,1,0,1,4
1,1,2,1,1,2,2,2,1,2,2,3,0,2,1,11,52.15,44.61,47.29,59.02,0,1,51.91,42.31,46.55,50.68,1,2,0,53.66,42.21,45.23,56.45,93,8,16,6,0,25,4,21,2,5,4,1,0,2,2,2,1,2,1,1,1
1,1,1,1,1,2,1,1,1,2,1,1,0,2,4,10,50.73,50.34,50.35,50.62,0,1,49.53,55.66,50.43,49.37,1,3,0,48.72,50.27,52.95,46.34,93,8,16,6,0,25,4,21,2,5,8,1,3,2,2,1,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,1,1,0,2,4,12,62.84,67.76,63.27,71.38,0,1,58.69,63.39,60.42,64.73,1,3,0,67.36,64.86,57.28,60.56,93,8,16,6,0,25,4,21,2,5,11,1,1,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,3,3,2,0,1,4,10,40.3,43.56,43.28,41.5,0,1,45.76,45.89,45.39,49.2,1,1,0,36.91,45.71,41.86,44.11,93,8,16,6,0,25,4,21,2,5,6,1,1,2,1,1,1,2,0,1,1
1,1,1,1,1,2,1,2,2,3,2,2,0,2,4,10,51.74,51.64,61.31,51.87,0,1,58.69,49.66,49.62,50.02,1,3,5,51.56,43.05,51.29,53.41,93,8,16,6,0,25,4,21,2,5,9,1,1,2,2,2,1,2,0,1,1
1,1,1,1,1,1,1,2,1,2,1,2,0,2,2,9,48.28,52.9,45.91,46.28,0,1,46.11,53.24,42.82,45.44,1,1,0,55.86,49.6,34.74,47.75,75,4,0,4,17,13,5,23,2,4,8,1,3,2,2,2,1,2,1,1,4
1,1,2,1,1,2,2,1,1,3,2,4,0,1,2,4,44.19,40.47,40.28,45.98,0,1,41.61,46.98,37.86,33.72,1,1,0,44.35,52.95,54.29,46.69,75,4,0,4,17,13,5,23,2,4,8,1,2,2,2,2,1,1,1,1,2
1,1,1,1,1,1,2,2,1,2,4,4,0,2,2,11,38.9,37.26,44.77,36.98,3,1,60.32,41.31,51.73,56.48,1,3,5,43.45,39.13,37.82,38.84,75,4,0,4,17,13,5,23,2,4,4,1,0,2,2,2,5,2,1,4,1
1,1,2,1,1,2,1,1,1,5,5,5,0,1,2,8,44.38,39.62,33.46,31.97,0,1,33.71,33.04,35.26,30.46,1,3,5,52.46,51.76,51.225,51.08,75,4,0,4,17,13,5,23,2,4,8,1,0,2,2,1,6,2,0,1,1
1,1,1,1,1,2,2,2,1,1,2,6,0,1,4,10,40.76,40.52,42.32,35.97,0,1,37.76,32.07,32.56,32,1,3,0,52.46,51.76,51.225,51.08,75,4,0,4,17,13,5,23,2,4,4,2,0,2,1,2,1,1,0,1,1
1,1,1,1,1,1,2,2,1,3,3,4,0,1,2,11,38.29,38.28,45.14,44.53,0,1,50.2,46.27,56.13,53.73,1,4,0,58.85,51.3,53.87,56.51,75,4,0,4,17,13,5,23,2,4,9,2,0,2,2,2,1,2,1,1,3
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,51.475,51.53,50.48,50.23,1,1,0,42.89,41.49,36,40.11,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,2,0,1,3
2,4,1,1,1,1,2,2,1,3,2,4,0,1,2,5,35.74,36.16,34.11,43.44,0,1,33.88,35.97,35.16,33.8,1,4,0,30.45,36.28,42.77,38.26,75,4,0,4,17,13,5,23,2,4,4,1,0,2,2,2,1,1,0,1,1
1,1,1,1,1,2,2,2,1,4,3,3,0,1,4,11,56.15,56.06,53.99,58.49,0,1,55.54,46.92,60.23,64.22,1,2,0,63.1,54.6,66.38,58.51,75,4,0,4,17,13,5,23,2,4,9,1,0,2,2,2,1,2,0,1,1
1,1,1,1,1,2,1,1,1,2,3,1,0,1,4,13,59.62,54.21,41.84,45.53,0,1,65.95,54.02,51.15,53.43,1,4,0,52.46,51.76,51.225,51.08,95,3,2,0,11,3,4,25,1,4,10,1,2,2,1,2,1,2,0,1,2
1,2,2,2,1,1,1,1,1,3,4,3,0,1,2,11,40.03,37.74,43.62,28.81,0,1,39.62,37.74,39.21,34.59,1,3,5,52.46,51.76,51.225,51.08,95,3,2,0,11,3,4,25,1,4,4,1,0,2,2,2,1,2,0,1,1
1,1,2,1,1,2,1,1,1,1,2,1,0,2,3,7,64.57,51,55.99,50.86,0,1,62.77,55.72,46.03,57.24,1,3,0,64.95,55.05,43.03,51.69,95,3,2,0,11,3,4,25,1,4,12,1,3,2,2,2,1,1,0,1,4
2,2,1,1,1,1,1,1,1,2,3,2,0,2,4,11,46.3,53.91,44.77,47.75,0,1,51.39,53.63,40.58,50.42,1,2,0,52.38,54.35,36.24,40.66,95,3,2,0,11,3,4,25,1,4,1,2,0,2,2,2,1,2,0,1,1
1,1,1,2,1,1,1,2,1,1,2,1,0,2,2,8,47.89,46.19,44.66,43.95,0,1,50.44,48.76,39.37,45.26,1,3,0,48.43,47.02,41.19,48.04,95,3,2,0,11,3,4,25,1,4,13,2,5,2,1,2,1,1,1,1,2
1,2,2,1,1,1,1,2,1,2,1,1,0,2,3,11,34.87,40.25,39.82,40.16,4,1,51.475,51.53,50.48,50.23,1,3,3,52.46,51.76,51.225,51.08,95,3,2,0,11,3,4,25,2,4,5,1,5,2,2,2,6,1,1,4,2
1,1,1,1,1,2,2,2,1,2,3,3,0,1,3,11,32.18,38.44,41.84,43.4,0,1,56.5,42.61,50.23,48.35,1,3,0,52.46,51.76,51.225,51.08,95,3,2,0,11,3,4,25,1,4,11,1,5,2,1,2,1,1,0,1,4
2,1,2,1,1,1,2,2,2,1,2,1,0,1,2,2,42.29,46.43,41.8,33.48,0,1,43.98,46.18,36.53,45.83,1,2,0,52.46,51.76,51.225,51.08,95,3,2,0,11,3,4,25,1,4,8,2,2,2,2,2,1,2,1,1,3
1,1,2,1,1,2,1,1,1,2,2,2,0,2,4,12,70.55,65.1,53.43,48.72,0,1,65.58,65.22,52.28,49.01,1,3,0,51.03,60.83,43.96,54.38,95,3,2,0,11,3,4,25,1,4,11,1,0,2,1,2,1,1,0,1,4
1,1,2,1,1,2,1,1,1,5,1,3,0,2,1,9,64.89,65.66,43.15,57.43,0,1,47.76,56.59,48.89,38.4,1,1,0,52.99,50.2,59.25,40.07,85,4,6,18,12,6,3,25,3,3,5,1,2,2,2,2,2,2,0,2,1
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,57.02,41.19,42.61,42.93,1,2,0,58.47,52.61,48.25,45,96,9,7,4,0,6,4,17,3,3,4,1,0,2,2,2,1,2,0,1,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,51.475,51.53,50.48,50.23,1,3,0,52.46,51.76,51.225,51.08,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,9,50.7,57.68,49.31,50.47,0,1,51.475,59.43,58.53,48.43,1,3,0,57.43,62.64,68.17,55.41,85,4,6,18,12,6,3,25,3,3,4,1,1,2,2,2,1,1,0,1,4
1,1,1,1,1,1,2,2,1,4,2,3,0,2,2,13,38.6,40.53,45.42,34.77,1,1,51.475,51.53,50.48,50.23,1,3,0,52.46,51.76,51.225,51.08,85,4,6,18,12,6,3,25,2,4,6,2,0,2,2,2,1,2,1,1,2
1,1,1,1,2,1,2,2,1,3,4,4,0,2,1,11,35.84,38.07,38.63,34.72,0,1,37.31,34.06,36.98,30.81,1,2,0,34.2,33.34,31.17,34.45,85,4,6,18,12,6,3,25,3,3,12,1,4,2,1,2,1,2,0,1,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,51.475,51.53,50.48,50.23,1,4,0,52.46,51.76,51.225,51.08,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,2,1,1,2
1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,8,63.37,62.75,58.16,54.03,0,1,61.16,60.05,63.89,59.59,1,3,0,54.71,61.34,57.1,59.1,96,9,7,4,0,6,4,17,1,4,12,2,0,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,2,1,0,2,1,13,54.77,59.98,51.39,62.38,0,1,60.94,59.73,59.21,55.17,1,3,0,53.3,57.93,51.72,64.53,96,9,7,4,0,6,4,17,1,4,11,1,3,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,46.56,59.91,63.66,52.47,1,3,0,50.67,65.16,66.34,63.83,96,9,7,4,0,6,4,17,1,4,4,1,0,2,2,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,8,54.59,77.2,66.14,68.31,0,1,60.8,68.19,69.05,64.49,1,3,0,61.73,71.37,68.53,64.43,96,9,7,4,0,6,4,17,2,4,4,2,1,2,2,2,1,1,0,1,4
1,1,1,1,1,1,2,2,2,1,5,4,0,2,2,7,42.85,38.43,40.96,45.96,0,1,41.32,36.16,41.6,46.48,1,1,0,39.14,34.27,41.44,48.37,96,9,7,4,0,6,4,17,2,4,1,2,1,2,2,2,1,2,0,1,2
1,1,1,1,1,1,2,2,1,4,3,2,0,2,2,10,40.05,41.64,41.12,44.89,0,1,53.7,44.05,52.1,50.31,1,3,0,51.06,45.65,45.12,51.19,96,9,7,4,0,6,4,17,1,4,1,2,2,2,2,2,1,2,0,1,1
1,1,1,1,1,2,2,2,1,1,1,2,0,1,1,6,44.34,67.72,50.89,52.24,0,1,51.24,62.69,54.85,57.65,1,3,0,54.18,65.59,67.58,63.7,96,9,7,4,0,6,4,17,1,4,8,2,1,1,2,2,1,1,0,1,5
1,2,1,1,1,1,1,2,1,3,3,2,0,1,4,11,42.03,39.55,44.81,44.52,0,1,43.8,52.09,51.31,57.02,1,2,0,44.96,40.4,43.49,47.05,96,9,7,4,0,6,4,17,3,4,4,1,0,2,2,1,1,1,0,1,2
2,1,1,1,1,1,2,2,1,2,3,3,0,1,2,10,40.43,46.31,52.62,45.65,0,1,46.93,51.09,40.79,51.94,1,1,0,42.78,50.1,34.57,63.12,96,9,7,4,0,6,4,17,1,4,1,2,3,2,2,2,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,15,59.42,67.96,58.1,62.37,0,1,58.23,65.41,56.49,72.89,1,3,0,63.14,66.39,69.35,66.94,96,9,7,4,0,6,4,17,2,4,8,1,1,2,1,1,1,1,0,1,4
1,4,1,1,1,1,2,2,1,1,2,5,0,2,2,8,35.21,44.1,35.07,31.22,0,1,35.8,38.51,36.62,46.36,1,1,0,36.18,34.23,38.81,40.13,96,9,7,4,0,6,4,17,1,4,2,2,3,2,2,2,1,2,0,1,2
1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,8,51.9,53.84,51.91,58.2,0,1,54.84,59.46,53.13,67.21,1,3,0,61.53,60.85,53.37,61.79,96,9,7,4,0,6,4,17,1,4,1,2,4,2,2,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,15,64.22,62.12,49.68,70.09,0,1,62.91,64.08,64.05,63.8,1,3,0,61.57,61.7,57.92,68.32,96,9,7,4,0,6,4,17,1,4,13,2,3,2,1,2,1,1,0,1,4
2,1,1,2,1,2,1,1,1,2,2,3,0,1,3,10,52.67,38.49,50.97,44.91,0,1,49.72,38.16,53.88,53.04,1,3,0,41.17,37.31,54.35,50.6,96,9,7,4,0,6,4,17,1,4,4,1,5,2,2,2,1,1,0,1,4
1,1,2,1,1,1,2,1,1,2,1,4,0,1,1,7,39.3,68.73,43.26,39.71,0,1,39.99,65.2,44.71,43.31,1,3,0,47.39,66,44.27,45,96,9,7,4,0,6,4,17,1,4,1,2,0,2,2,2,1,1,0,1,1
1,1,2,1,4,1,2,2,1,2,1,2,0,1,2,11,41.54,42.18,44.17,40.23,0,1,45.54,41.45,44.72,44.07,1,3,0,42.29,39.1,42.32,48.39,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,1,0,1,1
1,1,1,1,1,1,1,1,1,3,2,2,0,2,1,2,42.81,40.41,43.88,30.19,0,1,36.15,38.37,35.38,36.74,1,4,0,34.39,37.85,35.68,39.69,96,9,7,4,0,6,4,17,1,4,4,2,5,2,2,2,1,1,0,1,1
1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,7,52.57,58.91,44.45,50.71,0,1,53.87,62.21,51.07,52.48,1,4,0,41.39,48.69,34.32,27.77,96,9,7,4,0,6,4,17,1,4,9,1,2,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,1,1,0,2,4,11,69.15,66.54,66.18,67.75,0,1,67.59,59.35,65.72,56.96,1,3,0,62.09,65.7,67.33,65.31,69,5,0,0,5,9,4,19,3,4,9,1,2,2,1,1,1,1,0,1,4
1,2,2,1,1,2,1,2,1,2,4,2,0,2,4,6,46.55,50.64,45.99,46.06,0,1,40.51,46.83,36.98,40.68,1,2,0,41.63,40.03,32.37,42.62,69,5,0,0,5,9,4,19,3,4,10,1,0,2,2,1,1,2,0,1,3
2,1,1,1,1,2,2,2,1,2,3,3,0,1,4,11,41.78,47.83,50.39,48.66,0,1,41.85,41.88,38.2,50.09,1,1,0,52.46,51.76,51.225,51.08,69,5,0,0,5,9,4,19,3,4,8,2,1,2,2,1,1,2,0,1,2
1,4,1,1,1,2,1,1,2,3,4,2,0,1,4,11,39.89,41.99,43.81,43.64,0,1,42.01,42.85,51.13,52.72,1,1,0,47.33,45.44,52.7,54.06,69,5,0,0,5,9,4,19,3,4,4,1,0,2,2,2,1,2,0,1,1
2,1,2,1,1,2,2,2,1,3,3,3,0,2,4,5,49.36,53.53,47.94,42.94,0,1,47.51,48.06,48.91,46.57,1,4,0,52.88,54.53,49.31,44.22,69,5,0,0,5,9,4,19,3,4,5,2,5,2,2,2,5,2,1,4,2
1,1,1,1,1,2,1,1,1,1,2,2,0,2,4,11,47.09,48.26,51.92,49.79,0,1,45.3,48.44,48.95,55.74,1,4,0,45.13,47.86,48.76,47.06,69,5,0,0,5,9,4,19,3,4,8,1,0,2,1,1,1,2,0,1,1
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,31.4,35.35,33.05,30.16,1,2,0,29.51,32.8,36.23,28.05,96,9,7,4,0,6,4,17,3,4,4,1,0,2,2,2,1,2,0,1,1
1,2,1,1,1,1,2,1,1,1,1,1,0,2,3,6,54.31,55.13,48.17,55.72,0,1,58.83,56.09,50.46,45.48,1,3,0,57.72,54.99,52.66,60.19,69,5,0,0,5,9,4,19,3,4,9,1,4,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,1,1,1,1,1,0,2,4,10,53.26,45.13,57.91,46.25,0,1,46.58,37.41,41.29,55.11,1,3,0,48.9,36.69,45.1,43.81,69,5,0,0,5,9,4,19,3,4,6,1,3,2,1,2,1,1,0,1,1
1,4,1,1,1,1,1,2,1,1,2,2,0,1,1,2,38.01,43.48,35.83,34.64,0,1,34.87,41.78,39.05,35.26,1,4,0,32.73,44.6,37.58,40.98,69,5,0,0,5,9,4,19,3,4,1,2,0,1,2,2,1,1,0,1,3
1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,11,49.98,55.85,55.1,49.61,0,1,58.99,51.7,59.19,46.22,1,2,0,58.98,51.83,56.45,49.78,69,5,0,0,5,9,4,19,3,4,4,2,0,2,2,2,1,2,0,1,2
1,1,1,1,1,2,2,2,1,3,3,4,0,1,4,10,55.48,61.72,66.85,63.22,0,1,64.76,61.02,62.35,60.59,1,2,0,61.85,63.48,67.45,58.35,90,6,6,0,0,3,5,28,1,5,11,1,0,2,1,2,1,2,0,1,2
1,1,1,1,1,2,2,2,2,2,2,3,0,1,4,12,47.51,41.26,56.36,62.29,0,1,43.44,43.41,44.72,58.71,1,3,0,52.88,49.06,54.15,54.97,90,6,6,0,0,3,5,28,1,5,9,1,3,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,1,3,2,0,1,4,10,46.55,48.47,47.71,53.1,0,1,46.92,48.26,44.48,51.98,1,1,0,46.22,52.8,47.7,44.99,90,6,6,0,0,3,5,28,1,5,8,1,0,2,1,2,1,2,0,1,1
1,1,2,1,1,2,2,1,1,3,1,2,0,1,2,9,39.92,40.89,48,46.46,0,1,35.79,43.84,45.13,42.36,1,3,0,38.99,48.85,47.15,46.19,90,6,6,0,0,3,5,28,1,5,11,2,5,2,2,2,1,1,0,1,4
1,1,1,1,1,1,2,2,1,3,3,2,0,1,1,11,52.49,50.31,55.55,53.7,0,1,53.03,46.35,51.27,50.43,1,3,0,52.65,43.48,54.87,50.55,90,6,6,0,0,3,5,28,1,5,9,2,2,2,1,2,1,1,0,1,4
2,1,1,1,1,2,2,2,2,3,1,3,0,1,4,11,43.95,53.85,50.53,56.47,0,1,42.88,56.47,47.47,37.71,1,1,0,49.66,56.51,48.37,45.65,90,6,6,0,0,3,5,28,1,5,8,2,0,2,1,2,1,2,0,1,1
1,1,2,1,1,2,2,2,1,2,2,1,0,2,2,11,59.18,46.59,49.49,53.58,0,1,55.98,48.11,45.55,53.1,1,1,0,50.64,44.86,40.68,45.9,90,6,6,0,0,3,5,28,1,5,4,1,3,2,2,1,1,2,0,1,5
1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,12,46.68,49.34,68.5,53.21,0,1,50.42,57.35,57.08,46.91,1,3,0,51.46,53.34,55.12,52.63,90,6,6,0,0,3,5,28,1,5,8,1,0,2,2,2,1,1,0,1,4
1,1,2,1,1,2,2,2,1,2,3,2,0,1,2,10,35.11,35.84,38.43,36.18,0,1,39.31,45.14,35.83,39.95,1,4,0,51.93,53.72,60.66,53.33,90,6,6,0,0,3,5,28,1,5,9,1,3,2,2,2,1,2,0,1,4
1,1,1,1,1,1,1,2,2,2,1,2,0,2,1,7,47.05,50.72,49.51,51.04,0,1,54.74,52.85,46.23,49.83,1,1,0,53.68,51.65,49.4,59.01,90,6,6,0,0,3,5,28,2,4,8,2,5,1,2,2,1,1,2,1,4
1,1,1,1,1,2,2,2,1,1,1,1,0,2,4,13,65.64,48.11,46.64,60.83,0,1,59.43,53.1,61.82,58.3,1,3,0,63.88,55.8,61.7,61.77,90,6,6,0,0,3,5,28,1,5,11,1,2,2,1,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,2,1,1,0,1,4,12,58.27,53.38,58.78,59.81,0,1,57.86,55.87,59.05,64.4,1,3,0,59.83,61.07,62.15,65.44,90,6,6,0,0,3,5,28,1,5,8,2,0,2,1,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,2,2,2,0,1,4,10,65.31,58.02,59.59,66.1,0,1,65.02,58.93,62.19,62.17,1,4,0,61.34,56.16,66.38,61.56,71,10,7,6,0,12,4,20,2,4,4,2,0,2,2,2,1,2,0,1,1
2,1,1,1,1,2,2,1,1,2,2,2,0,2,4,7,41.78,48.83,44.26,43.28,0,1,51.475,51.53,50.48,50.23,1,1,0,52.46,51.76,51.225,51.08,71,10,7,6,0,12,4,20,2,4,5,2,1,2,2,2,4,2,2,1,3
1,1,1,1,1,2,1,1,1,2,1,3,0,1,4,11,42.15,46.52,49.89,45.8,0,1,51.475,51.53,50.48,50.23,1,3,0,52.46,51.76,51.225,51.08,71,10,7,6,0,12,4,20,2,4,4,2,0,2,2,1,1,1,0,1,4
2,2,1,1,1,2,2,2,2,3,4,3,0,1,4,8,39.08,44.23,54.16,49.9,0,1,37.92,47.37,46.17,56.24,1,1,0,42.93,46.92,54.54,59.57,71,10,7,6,0,12,4,20,2,4,10,1,0,2,2,2,1,2,0,1,1
1,1,2,1,1,2,2,2,1,1,2,1,0,1,4,11,49.12,52.4,57.68,52.37,0,1,57.47,54.92,66.22,61.8,1,4,0,56.5,54.94,66.14,63.16,71,10,7,6,0,12,4,20,2,4,4,1,0,2,2,2,1,2,0,1,1
1,1,1,1,1,1,2,2,1,2,3,4,0,2,2,10,51.58,42.8,58.1,68.23,1,1,51.475,51.53,50.48,50.23,1,2,0,58.74,46.37,49.85,66.79,71,10,7,6,0,12,4,20,2,4,3,1,0,2,2,2,1,2,0,1,2
1,1,1,1,1,2,2,1,2,6,1,2,0,1,4,11,39.73,42,43.6,51.98,0,1,43.73,45.34,47.13,47.36,1,1,0,43.28,45.53,47.23,43.3,71,10,7,6,0,12,4,20,2,4,7,2,4,2,2,1,1,1,0,1,2
1,1,1,1,1,2,2,2,1,3,1,3,0,1,4,10,37.2,44.82,42.48,47,0,1,48.83,49.2,46.62,45.4,1,3,0,50.81,53.28,53.9,47.35,71,10,7,6,0,12,4,20,2,4,8,2,3,2,2,2,1,1,0,1,1
1,3,1,1,1,2,1,1,1,1,2,1,0,2,4,8,53.14,56.1,57.73,51.73,0,1,48.82,58.11,57.93,54.01,1,3,0,55.6,58.02,63.62,57.18,71,10,7,6,0,12,4,20,2,4,9,2,5,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,1,2,2,2,1,0,2,4,11,57.97,60.32,55.88,51.9,0,1,62.38,60.1,53.69,54.69,1,3,0,58.07,59.96,54.27,55.47,71,10,7,6,0,12,4,20,2,4,11,1,0,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,2,2,2,0,1,4,12,47.28,49.32,60.09,55.93,0,1,51.01,54.06,53.67,56.75,1,3,0,57.37,49.26,56.64,53.34,71,10,7,6,0,12,4,20,2,4,8,2,2,2,2,2,1,1,0,1,2
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,1,35.36,51.53,50.48,50.23,1,3,0,34.81,40.5,35.71,36.72,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,1,0,1,2
1,1,2,1,1,1,1,1,1,1,1,1,0,2,2,2,50.73,50.34,50.35,50.62,0,1,45.17,49.82,50.48,50.23,1,3,0,48.45,46.95,37.26,44.1,96,9,7,4,0,6,4,17,3,2,2,2,1,2,2,2,1,1,0,1,1
1,1,1,1,1,1,2,2,1,2,1,1,0,2,2,3,50.73,50.34,50.35,50.62,0,1,52.22,46.7,50.48,50.23,1,3,0,52.46,51.76,51.225,51.08,96,9,7,4,0,6,4,17,3,2,1,1,4,2,2,2,1,1,0,1,4
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,3,5,32.13,35.31,32.91,31.43,1,3,5,34.31,32.55,40.46,28.61,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,6,1,2,4,1
2,1,2,2,1,2,2,2,2,3,2,2,0,1,4,7,47.27,44.12,44.42,46.8,0,1,51.475,51.53,50.48,50.23,1,2,3,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,11,1,4,2,1,2,1,2,0,1,1
1,1,1,1,1,1,2,2,1,3,3,3,0,1,2,7,50.73,50.34,50.35,50.62,0,1,37.97,37.18,36.36,42.42,1,2,0,43.9,39.3,39.52,46.25,90,4,31,31,15,7,4,22,2,4,1,1,2,2,2,2,1,2,0,1,3
1,1,1,1,1,2,2,2,1,2,1,2,0,2,4,11,50.73,50.34,50.35,50.62,0,5,49.4,59.11,62.48,39.32,1,3,0,50.2,67.3,56.08,43.03,96,9,7,4,0,6,4,17,2,4,4,1,0,2,2,2,1,1,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,10,55.54,73.98,48.01,59,0,1,57.76,66.21,61.93,34.69,1,3,0,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,4,1,2,2,2,2,1,1,0,1,5
1,1,2,1,1,2,2,2,2,2,5,2,0,2,4,9,62.87,40.72,42.35,51.46,0,1,59.73,35.9,44.54,47.54,1,2,0,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,4,2,5,2,2,2,6,1,0,4,2
1,1,1,1,1,2,1,1,1,1,2,2,0,1,4,12,62.83,63.94,60.87,56.69,0,1,63.97,67.61,65.1,57.42,1,3,0,63.8,65.38,65.3,60.02,90,4,31,31,15,7,4,22,2,4,6,1,1,2,2,2,1,1,0,1,4
1,1,1,1,1,2,1,1,1,2,3,1,0,1,3,11,43.66,48.64,43.56,50.7,0,1,45.84,54.67,62.22,40.55,1,4,0,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,8,2,0,2,1,2,1,2,0,1,1
1,1,1,1,1,1,2,2,1,3,2,4,0,1,2,8,44.59,41.96,46.37,47.05,0,1,42.89,45.41,44.46,43.98,1,2,0,41.31,43.65,51.58,39.24,90,4,31,31,15,7,4,22,2,4,1,2,1,2,2,2,1,2,0,1,2
1,1,1,1,1,1,2,2,1,1,3,3,0,2,2,10,36.99,35.1,32.4,39.43,0,1,40.99,37.52,37.13,36.31,1,2,0,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,1,1,0,2,2,2,1,2,0,1,2
1,2,1,1,1,2,2,2,2,3,5,2,0,2,4,10,47.33,37.69,42.22,47.01,0,1,46.49,37.48,36.4,40.18,1,2,0,52.46,51.76,51.225,51.08,90,4,31,31,15,7,4,22,2,4,8,1,3,2,1,1,1,1,0,1,2
1,1,1,1,1,1,2,1,1,2,1,3,0,1,2,7,36.47,56.23,46.33,44.94,0,1,49.32,53.6,59.24,49.56,1,3,0,56.84,57.19,53.03,63.54,90,4,31,31,15,7,4,22,2,4,2,2,0,2,1,2,1,1,0,1,3
1,1,1,1,1,2,2,2,1,1,4,2,0,2,2,11,38.5,37.71,38.9,29.52,0,1,40.71,33.5,47.76,44.36,1,1,0,38.27,34.88,42.23,41.5,90,4,31,31,15,7,4,22,2,4,6,1,0,2,2,2,6,1,0,1,2
